ProbeId	GeneId	GeneSymbol	GeneAccnum	GeneRefseqid	GeneEnsemblid	GeneName
219461_at	56924	PAK6	AJ236915	NM_020168	NA	p21(CDKN1A)-activated kinase 6
219462_at	79639	TMEM53	NM_024587	NM_024587	NA	transmembrane protein 53
219463_at	24141	C20orf103	NM_012261	NM_012261	NA	chromosome 20 open reading frame 103
219464_at	23632	CA14	NM_012113	NM_012113	NA	carbonic anhydrase XIV
219465_at	336	APOA2	NM_001643	NM_001643	NA	apolipoprotein A-II
219466_s_at	336	APOA2	NM_001643	NM_001643	NA	apolipoprotein A-II
219467_at	54826	FLJ20125	NM_017676	NM_017676	NA	hypothetical protein FLJ20125
219468_s_at	404093	CUEDC1	NM_017949	NM_017949	NA	CUE domain containing 1
219469_at	79659	DNCH2	NM_024606	XM_370652	NA	dynein, cytoplasmic, heavy polypeptide 2
219470_x_at	54619	CCNJ	NM_019084	NM_019084	NA	cyclin J
219471_at	80183	C13orf18	NM_025113	NM_025113	NA	chromosome 13 open reading frame 18
219472_at	79172	MGC11266	NM_024322	NM_024322	NA	hypothetical protein MGC11266
219473_at	54834	GDAP2	NM_017686	NM_017686	NA	ganglioside induced differentiation associated protein 2
219474_at	79669	TTMP	NM_024616	NM_024616	NA	TPA-induced transmembrane protein
219475_at	29948	OKL38	NM_013370	NA	NA	pregnancy-induced growth inhibitor
219476_at	79098	C1orf116	NM_024115	NM_023938	NA	chromosome 1 open reading frame 116
219477_s_at	NA	NA	NM_018676	NA	NA	NA
219478_at	58189	WFDC1	NM_021197	NM_021197	NA	WAP four-disulfide core domain 1
219479_at	79070	KDELC1	NM_024089	NM_024089	NA	KDEL (Lys-Asp-Glu-Leu) containing 1
219480_at	6615	SNAI1	NM_005985	NM_005985	NA	snail homolog 1 (Drosophila)
219481_at	79573	TTC13	NM_024525	NM_024525	NA	tetratricopeptide repeat domain 13
219482_at	54093	C21orf18	NM_017438	NA	NA	chromosome 21 open reading frame 18
219483_s_at	64840	PORCN	NM_022825	NA	NA	porcupine homolog (Drosophila)
219484_at	29915	HCFC2	NM_013320	NM_013320	NA	host cell factor C2
219485_s_at	5716	PSMD10	NM_002814	NA	NA	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
219486_at	54920	DUS2L	NM_017803	NM_017803	NA	dihydrouridine synthase 2-like (SMM1, S. cerevisiae)
219487_at	79738	FLJ23560	NM_024685	NM_024685	NA	hypothetical protein FLJ23560
219488_at	53947	A4GALT	NM_017436	NM_017436	NA	alpha 1,4-galactosyltransferase (globotriaosylceramide synthase)
219489_s_at	64359	NXN	NM_017821	NM_022463	NA	nucleoredoxin
219490_s_at	64858	DCLRE1B	NM_022836	NM_022836	NA	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)
219491_at	78999	LRFN4	NM_024036	NM_024036	NA	leucine rich repeat and fibronectin type III domain containing 4
219492_at	26511	CHIC2	NM_012110	NM_012110	NA	cysteine-rich hydrophobic domain 2
219493_at	79801	SHCBP1	NM_024745	NM_024745	NA	SHC SH2-domain binding protein 1
219494_at	25788	RAD54B	NM_012415	NA	NA	RAD54 homolog B (S. cerevisiae)
219495_s_at	7733	ZNF180	NM_013256	NM_013256	NA	zinc finger protein 180 (HHZ168)
219496_at	65124	C2orf26	NM_023016	NM_023016	NA	chromosome 2 open reading frame 26
219497_s_at	53335	BCL11A	NM_022893	NA	NA	B-cell CLL/lymphoma 11A (zinc finger protein)
219498_s_at	53335	BCL11A	NM_018014	NA	NA	B-cell CLL/lymphoma 11A (zinc finger protein)
219499_at	55176	SEC61A2	NM_018144	NM_018144	NA	Sec61 alpha 2 subunit (S. cerevisiae)
219500_at	23529	CLCF1	NM_013246	NM_013246	NA	cardiotrophin-like cytokine factor 1
219501_at	55068	FLJ10094	NM_017993	NM_017993	NA	hypothetical protein FLJ10094
219502_at	55247	NEIL3	NM_018248	NM_018248	NA	nei endonuclease VIII-like 3 (E. coli)
219503_s_at	55287	TMEM40	NM_018306	NM_018306	NA	transmembrane protein 40
219504_s_at	79871	C1orf82	NM_024813	NM_024813	NA	chromosome 1 open reading frame 82
219505_at	51816	CECR1	NM_017424	NA	NA	cat eye syndrome chromosome region, candidate 1
219506_at	79630	C1orf54	NM_024579	NM_024579	NA	chromosome 1 open reading frame 54
219507_at	51319	RSRC1	NM_016625	NM_016625	NA	arginine/serine-rich coiled-coil 1
219508_at	9245	GCNT3	NM_004751	NM_004751	NA	glucosaminyl (N-acetyl) transferase 3, mucin type
219509_at	58529	MYOZ1	NM_021245	NM_021245	NA	myozenin 1
219510_at	10721	POLQ	NM_006596	NM_199420	NA	polymerase (DNA directed), theta
219511_s_at	9627	SNCAIP	NM_005460	NM_005460	NA	synuclein, alpha interacting protein (synphilin)
219512_at	79980	C20orf172	NM_024918	NM_024918	NA	chromosome 20 open reading frame 172
219513_s_at	10045	SH2D3A	NM_005490	NM_005490	NA	SH2 domain containing 3A
219514_at	23452	ANGPTL2	NM_012098	NM_012098	NA	angiopoietin-like 2
219515_at	56980	PRDM10	NM_020228	NA	NA	PR domain containing 10
219516_at	59341	TRPV4	NM_021625	NA	NA	transient receptor potential cation channel, subfamily V, member 4
219517_at	80237	ELL3	NM_025165	NM_025165	NA	elongation factor RNA polymerase II-like 3
219518_s_at	80237	ELL3	NM_025165	NM_025165	NA	elongation factor RNA polymerase II-like 3
219519_s_at	6614	SN	NM_023068	NM_023068	NA	NA
219520_s_at	55841	KIAA1280	NM_018458	NM_015691	NA	KIAA1280 protein
219521_at	27087	B3GAT1	NM_018644	NA	NA	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)
219522_at	24147	FJX1	NM_014344	NM_014344	NA	four jointed box 1 (Drosophila)
219523_s_at	55714	ODZ3	NM_018104	NA	NA	odz, odd Oz/ten-m homolog 3 (Drosophila)
219524_s_at	79133	C20orf7	NM_024120	NA	NA	chromosome 20 open reading frame 7
219525_at	55244	FLJ10847	NM_018242	NM_018242	NA	hypothetical protein FLJ10847
219526_at	79697	C14orf169	NM_024644	NM_024644	NA	chromosome 14 open reading frame 169
219527_at	54996	MOSC2	NM_017898	NM_017898	NA	MOCO sulphurase C-terminal domain containing 2
219528_s_at	64919	BCL11B	NM_022898	NA	NA	B-cell CLL/lymphoma 11B (zinc finger protein)
219529_at	9022	CLIC3	NM_004669	NM_004669	NA	chloride intracellular channel 3
219530_at	79728	FLJ21816	NM_024675	NM_024675	NA	hypothetical protein FLJ21816
219531_at	55722	Cep72	NM_018140	NM_018140	NA	centrosomal protein 72 kDa
219532_at	6785	ELOVL4	NM_022726	NM_022726	NA	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4
219533_at	1028	CDKN1C	NM_000076	NM_000076	NA	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
219534_x_at	1028	CDKN1C	NM_000076	NM_000076	NA	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
219535_at	30811	HUNK	NM_014586	NM_014586	NA	hormonally upregulated Neu-associated kinase
219536_s_at	55734	ZFP64	NM_022088	NA	NA	zinc finger protein 64 homolog (mouse)
219537_x_at	10683	DLL3	NM_016941	NA	NA	delta-like 3 (Drosophila)
219538_at	54554	WDR5B	NM_019069	NM_019069	NA	WD repeat domain 5B
219539_at	79833	GEMIN6	NM_024775	NM_024775	NA	gem (nuclear organelle) associated protein 6
219540_at	10308	ZNF267	AU150728	NM_003414	NA	zinc finger protein 267
219541_at	54923	LIME1	NM_017806	NM_017806	NA	Lck interacting transmembrane adaptor 1
219542_at	79858	NEK11	NM_024800	NA	NA	NIMA (never in mitosis gene a)- related kinase 11
219543_at	64081	MAWBP	NM_022129	NA	NA	MAWD binding protein
219544_at	79866	FLJ22624	NM_024808	NM_024808	NA	FLJ22624 protein
219545_at	65987	KCTD14	NM_023930	NM_023930	NA	potassium channel tetramerisation domain containing 14
219546_at	55589	BMP2K	NM_017593	NA	NA	BMP2 inducible kinase
219547_at	1355	COX15	NM_004376	NA	NA	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
219548_at	7564	ZNF16	NM_006958	NA	NA	zinc finger protein 16 (KOX 9)
219549_s_at	10313	RTN3	NM_006054	NA	NA	reticulon 3
219550_at	64221	ROBO3	NM_022370	NM_022370	NA	roundabout, axon guidance receptor, homolog 3 (Drosophila)
219551_at	55840	EAF2	NM_018456	NM_018456	NA	ELL associated factor 2
219552_at	79987	C9orf13	NM_024500	NA	NA	Sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
219553_at	29922	NME7	NM_013330	NA	NA	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)
219554_at	51458	RHCG	NM_016321	NM_016321	NA	Rhesus blood group, C glycoprotein
219555_s_at	55839	BM039	NM_018455	NM_018455	NA	uncharacterized bone marrow protein BM039
219556_at	80178	FLJ13909	NM_025108	NM_025108	NA	hypothetical protein FLJ13909
219557_s_at	56675	NRIP3	NM_020645	NM_020645	NA	nuclear receptor interacting protein 3
219558_at	79572	ATP13A3	NM_024524	NA	NA	ATPase type 13A3
219559_at	63910	C20orf59	NM_022082	NM_022082	NA	chromosome 20 open reading frame 59
219560_at	79680	FLJ21125	NM_024627	NM_024627	NA	hypothetical protein FLJ21125
219561_at	51226	COPZ2	NM_016429	NM_016429	NA	coatomer protein complex, subunit zeta 2
219562_at	25837	RAB26	NM_014353	NM_014353	NA	RAB26, member RAS oncogene family
219563_at	79686	C14orf139	NM_024633	NM_024633	NA	chromosome 14 open reading frame 139
219564_at	3773	KCNJ16	NM_018658	NA	NA	potassium inwardly-rectifying channel, subfamily J, member 16
219565_at	57404	CYP20A1	NM_020674	NA	NA	cytochrome P450, family 20, subfamily A, polypeptide 1
219566_at	79156	PLEKHF1	NM_024310	NM_024310	NA	pleckstrin homology domain containing, family F (with FYVE domain) member 1
219567_s_at	64789	C1orf176	NM_022774	NM_022774	NA	chromosome 1 open reading frame 176
219568_x_at	54345	SOX18	NM_018419	NM_018419	NA	SRY (sex determining region Y)-box 18
219569_s_at	80723	TMEM22	NM_025246	NM_025246	NA	transmembrane protein 22
219570_at	55614	C20orf23	NM_024704	NM_024704	NA	chromosome 20 open reading frame 23
219571_s_at	7559	ZNF12	NM_016265	NM_016265	NA	zinc finger protein 12
219572_at	93664	CADPS2	NM_017954	NA	NA	Ca2+-dependent activator protein for secretion 2
219573_at	55604	LRRC16	NM_017640	NM_017640	NA	leucine rich repeat containing 16
219574_at	55016	March 1	NM_017923	NM_017923	NA	membrane-associated ring finger (C3HC4) 1
219575_s_at	NA	NA	NM_022341	NA	NA	NA
219576_at	79649	FLJ12649	NM_024765	XM_291344	NA	hypothetical protein FLJ12649
219577_s_at	10347	ABCA7	NM_019112	NA	NA	ATP-binding cassette, sub-family A (ABC1), member 7
219578_s_at	64506	CPEB1	NM_030594	NM_030594	NA	cytoplasmic polyadenylation element binding protein 1
219579_at	5866	RAB3IL1	NM_013401	NM_013401	NA	RAB3A interacting protein (rabin3)-like 1
219580_s_at	79838	TMC5	NM_024780	NM_024780	NA	transmembrane channel-like 5
219581_at	80746	TSEN2	NM_025265	NM_025265	NA	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)
219582_at	79627	OGFRL1	NM_024576	NM_024576	NA	opioid growth factor receptor-like 1
219583_s_at	55812	SPATA7	NM_018418	NM_018418	NA	spermatogenesis associated 7
219584_at	51365	PLA1A	NM_015900	NM_015900	NA	phospholipase A1 member A
219585_at	79140	CCDC28B	NM_024296	NM_024296	NA	coiled-coil domain containing 28B
219586_at	79726	WDR59	NM_030581	NM_030581	NA	WD repeat domain 59
219587_at	54970	TTC12	NM_017868	NM_017868	NA	tetratricopeptide repeat domain 12
219588_s_at	54892	LUZP5	NM_017760	NM_017760	NA	leucine zipper protein 5
219589_s_at	55260	FLJ10922	NM_018273	NM_018273	NA	hypothetical protein FLJ10922
219590_x_at	51611	DPH5	NM_015958	NM_015958	NA	DPH5 homolog (S. cerevisiae)
219591_at	51286	BM88	NM_016564	NM_016564	NA	BM88 antigen
219592_at	79648	MCPH1	NM_024596	NM_024596	NA	microcephaly, primary autosomal recessive 1
219593_at	51296	SLC15A3	NM_016582	NM_016582	NA	solute carrier family 15, member 3
219594_at	4815	NINJ2	NM_016533	NM_016533	NA	ninjurin 2
219595_at	7574	ZNF26	NM_019591	NM_019591	NA	zinc finger protein 26 (KOX 20)
219596_at	56906	THAP10	NM_020147	NM_020147	NA	THAP domain containing 10
219597_s_at	53905	DUOX1	NM_017434	NA	NA	dual oxidase 1
219598_s_at	51389	RWDD1	NM_016104	NA	NA	RWD domain containing 1
219599_at	55378	PRO1843	NM_018507	NA	NA	hypothetical protein PRO1843
219600_s_at	757	TMEM50B	NM_006134	NM_006134	NA	transmembrane protein 50B
219601_s_at	26148	C10orf12	NM_015652	NM_015652	NA	chromosome 10 open reading frame 12
219602_s_at	63895	FAM38B	NM_022068	NM_022068	NA	family with sequence similarity 38, member B
219603_s_at	7769	ZNF226	NM_015919	NA	NA	zinc finger protein 226
219604_s_at	7551	ZNF3	NM_017715	NA	NA	zinc finger protein 3 (A8-51)
219605_at	7551	ZNF3	NM_017715	NA	NA	zinc finger protein 3 (A8-51)
219606_at	51105	PHF20L1	NM_016018	NA	NA	PHD finger protein 20-like 1
219607_s_at	51338	MS4A4A	NM_024021	NA	NA	membrane-spanning 4-domains, subfamily A, member 4
219608_s_at	81545	FBXO38	NM_024862	NA	NA	F-box protein 38
219609_at	79446	WDR25	NM_024515	NM_024515	NA	WD repeat domain 25
219610_at	64283	RGNEF	NM_022448	XM_371755	NA	Rho-guanine nucleotide exchange factor
219611_s_at	64793	CCDC21	NM_022778	NM_022778	NA	coiled-coil domain containing 21
219612_s_at	2266	FGG	NM_000509	NA	NA	fibrinogen gamma chain
219613_s_at	51548	SIRT6	NM_016539	NM_016539	NA	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae)
219614_s_at	54716	SLC6A20	NM_020208	NA	NA	solute carrier family 6 (proline IMINO transporter), member 20
219615_s_at	8645	KCNK5	NM_003740	NM_003740	NA	potassium channel, subfamily K, member 5
219616_at	79611	FLJ21963	NM_024560	NM_024560	NA	FLJ21963 protein
219617_at	79823	C2orf34	NM_024766	NM_024766	NA	chromosome 2 open reading frame 34
219618_at	51135	IRAK4	NM_016123	NM_016123	NA	interleukin-1 receptor-associated kinase 4
219619_at	54769	DIRAS2	NM_017594	NM_017594	NA	DIRAS family, GTP-binding RAS-like 2
219620_x_at	54863	FLJ20245	NM_017723	NM_017723	NA	hypothetical protein FLJ20245
219621_at	63967	CLSPN	NM_022111	NM_022111	NA	claspin homolog (Xenopus laevis)
219622_at	55647	RAB20	NM_017817	NM_017817	NA	RAB20, member RAS oncogene family
219623_at	79913	ACTR5	NM_024855	NM_024855	NA	ARP5 actin-related protein 5 homolog (yeast)
219624_at	9530	BAG4	NM_004874	NM_004874	NA	BCL2-associated athanogene 4
219625_s_at	10087	COL4A3BP	NM_005713	NA	NA	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
219626_at	79649	FLJ12649	NM_024597	XM_291344	NA	hypothetical protein FLJ12649
219627_at	79970	FLJ12700	NM_024910	NM_024910	NA	hypothetical protein FLJ12700
219628_at	64393	WIG1	NM_022470	NA	NA	p53 target zinc finger protein
219629_at	55007	C22orf8	NM_017911	NM_017911	NA	chromosome 22 open reading frame 8
219630_at	10158	PDZK1IP1	NM_005764	NM_005764	NA	PDZK1 interacting protein 1
219631_at	29967	LRP12	NM_024937	NM_013437	NA	low density lipoprotein-related protein 12
219632_s_at	7442	TRPV1	AF196175	NA	NA	transient receptor potential cation channel, subfamily V, member 1
219633_at	79183	C20orf121	NM_024331	NM_024331	NA	chromosome 20 open reading frame 121
219634_at	50515	CHST11	NM_018413	NM_018413	NA	carbohydrate (chondroitin 4) sulfotransferase 11
219635_at	80095	ZNF606	NM_025027	NM_025027	NA	zinc finger protein 606
219636_s_at	80210	ARMC9	NM_025139	NM_025139	NA	armadillo repeat containing 9
219637_at	80210	ARMC9	NM_025139	NM_025139	NA	armadillo repeat containing 9
219638_at	26263	FBXO22	NM_012170	NA	NA	F-box protein 22
219639_x_at	56965	PARP6	NM_020213	NA	NA	poly (ADP-ribose) polymerase family, member 6
219640_at	24146	CLDN15	NM_014343	NA	NA	claudin 15
219641_at	55070	DET1	NM_017996	NM_017996	NA	de-etiolated homolog 1 (Arabidopsis)
219642_s_at	51555	PEX5L	NM_016559	NM_016559	NA	peroxisomal biogenesis factor 5-like
219643_at	53353	LRP1B	NM_018557	NM_018557	NA	low density lipoprotein-related protein 1B (deleted in tumors)
219644_at	51134	NY-REN-58	NM_016122	NM_016122	NA	NY-REN-58 antigen
219645_at	844	CASQ1	NM_001231	NM_001231	NA	calsequestrin 1 (fast-twitch, skeletal muscle)
219646_at	54849	FLJ20186	NM_017702	NA	NA	hypothetical protein FLJ20186
219647_at	64091	POPDC2	NM_022135	NM_022135	NA	popeye domain containing 2
219648_at	55686	DSU	NM_018000	NM_018000	NA	dilute suppressor
219649_at	29929	ALG6	NM_013339	NM_013339	NA	asparagine-linked glycosylation 6 homolog (yeast, alpha-1,3-glucosyltransferase)
219650_at	54821	FLJ20105	NM_017669	NA	NA	FLJ20105 protein
219651_at	55211	DPPA4	NM_018189	NM_018189	NA	developmental pluripotency associated 4
219652_s_at	79742	CXorf36	NM_024689	NM_024689	NA	chromosome X open reading frame 36
219653_at	149986	FAM61B	NM_014054	NM_144703	NA	family with sequence similarity 61, member B
219654_at	9200	PTPLA	NM_014241	NM_014241	NA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a
219655_at	79783	C7orf10	NM_024728	NM_024728	NA	chromosome 7 open reading frame 10
219656_at	51294	PCDH12	NM_016580	NM_016580	NA	protocadherin 12
219657_s_at	51274	KLF3	NM_016531	NM_016531	NA	Kruppel-like factor 3 (basic)
219658_at	79810	PTCD2	NM_024754	NM_024754	NA	pentatricopeptide repeat domain 2
219659_at	51761	ATP8A2	AU146927	NM_016529	NA	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2
219660_s_at	51761	ATP8A2	NM_016529	NM_016529	NA	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2
219661_at	64901	RANBP17	NM_022897	NM_022897	NA	RAN binding protein 17
219662_at	79074	MGC5509	NM_024093	NM_024093	NA	hypothetical protein MGC5509
219663_s_at	80757	MGC4659	NM_025268	NM_025268	NA	hole gene
219664_s_at	26063	DECR2	NM_020664	NM_020664	NA	2,4-dienoyl CoA reductase 2, peroxisomal
219665_at	79873	NUDT18	NM_024815	NM_024815	NA	nudix (nucleoside diphosphate linked moiety X)-type motif 18
219666_at	64231	MS4A6A	NM_022349	NA	NA	membrane-spanning 4-domains, subfamily A, member 6A
219667_s_at	55024	BANK1	NM_017935	NM_017935	NA	B-cell scaffold protein with ankyrin repeats 1
219668_at	78997	GDAP1L1	NM_024034	NM_024034	NA	ganglioside-induced differentiation-associated protein 1-like 1
219669_at	57126	CD177	NM_020406	NM_020406	NA	CD177 antigen
219670_at	79656	C1orf165	NM_024603	NM_024603	NA	chromosome 1 open reading frame 165
219671_at	51440	HPCAL4	AL136591	NM_016257	NA	hippocalcin like 4
219672_at	51327	ERAF	NM_016633	NM_016633	NA	erythroid associated factor
219673_at	54844	C6orf61	NM_017696	NA	NA	chromosome 6 open reading frame 61
219674_s_at	55498	PRO2900	NM_018635	NA	NA	hypothetical protein PRO2900
219675_s_at	80146	UXS1	NM_025076	NM_025076	NA	UDP-glucuronate decarboxylase 1
219676_at	80345	ZNF435	NM_025231	NM_025231	NA	zinc finger protein 435
219677_at	80176	SPSB1	NM_025106	NM_025106	NA	splA/ryanodine receptor domain and SOCS box containing 1
219678_x_at	64421	DCLRE1C	NM_022487	NA	NA	DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)
219679_s_at	51322	WAC	NM_018604	NA	NA	WW domain containing adaptor with coiled-coil
219680_at	79671	NOD9	NM_024618	NA	NA	NOD9 protein
219681_s_at	80223	RAB11FIP1	NM_025151	NA	NA	RAB11 family interacting protein 1 (class I)
219682_s_at	6926	TBX3	NM_016569	NA	NA	T-box 3 (ulnar mammary syndrome)
219683_at	7976	FZD3	NM_017412	NM_017412	NA	frizzled homolog 3 (Drosophila)
219684_at	64108	IFRG28	NM_022147	NM_022147	NA	28kD interferon responsive protein
219685_at	59353	TMEM35	NM_021637	NM_021637	NA	transmembrane protein 35
219686_at	55351	STK32B	NM_018401	NM_018401	NA	serine/threonine kinase 32B
219687_at	55733	HHAT	NM_018194	NM_018194	NA	hedgehog acyltransferase
219688_at	55212	BBS7	NM_018190	NA	NA	Bardet-Biedl syndrome 7
219689_at	56920	SEMA3G	NM_020163	NM_020163	NA	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G
219690_at	79713	U2AF1L4	NM_024660	NM_024660	NA	U2(RNU2) small nuclear RNA auxiliary factor 1-like 4
219691_at	54809	SAMD9	NM_017654	NM_017654	NA	sterile alpha motif domain containing 9
219692_at	79412	KREMEN2	NM_024507	NA	NA	kringle containing transmembrane protein 2
219693_at	56895	AGPAT4	NM_020133	NA	NA	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)
219694_at	54491	FLJ11127	NM_019018	NM_019018	NA	hypothetical protein FLJ11127
219695_at	55512	SMPD3	NM_024703	NM_018667	NA	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)
219696_at	54530	FLJ20054	NM_019049	NM_019049	NA	hypothetical protein FLJ20054
219697_at	9956	HS3ST2	NM_006043	NM_006043	NA	heparan sulfate (glucosamine) 3-O-sulfotransferase 2
219698_s_at	64863	METTL4	NM_022840	NM_022840	NA	methyltransferase like 4
219699_at	55203	LGI2	NM_018176	NM_018176	NA	leucine-rich repeat LGI family, member 2
219700_at	57125	PLXDC1	NM_020405	NM_020405	NA	plexin domain containing 1
219701_at	29767	TMOD2	NM_014548	NM_014548	NA	tropomodulin 2 (neuronal)
219702_at	10761	PLAC1	NM_021796	NM_021796	NA	placenta-specific 1
219703_at	55329	MNS1	NM_018365	NM_018365	NA	meiosis-specific nuclear structural 1
219704_at	51087	YBX2	NM_015982	NM_015982	NA	Y box binding protein 2
219705_at	79832	FLJ21924	NM_024774	NM_024774	NA	hypothetical protein FLJ21924
219706_at	55317	C20orf29	NM_018347	NM_018347	NA	chromosome 20 open reading frame 29
219707_at	27132	CPNE7	NM_014427	NA	NA	copine VII
219708_at	56953	NT5M	NM_020201	NM_020201	NA	5',3'-nucleotidase, mitochondrial
219709_x_at	65990	C16orf24	NM_023933	NM_023933	NA	chromosome 16 open reading frame 24
219710_at	79628	SH3TC2	NM_024577	NM_024577	NA	SH3 domain and tetratricopeptide repeats 2
219711_at	54807	ZNF586	NM_017652	NM_017652	NA	zinc finger protein 586
219712_s_at	NA	NA	NM_013276	NA	NA	NA
